,pri_gene,symbol
OARD1,OARD1,OARD1
LINC01665,LINC01665,LINC01665
PHLPP,PHLPP,PHLPP1
PLEKHO1,PLEKHO1,PLEKHO1
WDR35,WDR35,WDR35
DNMBP-AS1,DNMBP-AS1,DNMBP-AS1
CSH1,CSH1,CSH1
MIR6884,MIR6884,MIR6884
APOL2,APOL2,APOL2
MIR6894,MIR6894,MIR6894
LINC01972,LINC01972,LINC01972
HHIPL2,HHIPL2,HHIPL2
APCDD1L-DT,APCDD1L-DT,APCDD1L-DT
TRPT1,TRPT1,TRPT1
LINC00598,LINC00598,LINC00598
UBTD2,UBTD2,UBTD2
DANT2,DANT2,DANT2
LINC00838,LINC00838,LINC00838
ITGB2,ITGB2,ITGB2
C1GALT1,C1GALT1,C1GALT1
WASF2,WASF2,WASF2
PEX26,PEX26,PEX26
PGAM1,PGAM1,PGAM4
PGAM1,PGAM1,PGAM1
FMO9P,FMO9P,FMO9P
FMO9P,FMO9P,FMO9P
RPS7P5,RPS7P5,RPS7P5
RPS7P5,RPS7P5,RPS7P5
MUCL1,MUCL1,MUCL1
MIR148A,MIR148A,MIR148A
ACTG2,ACTG2,ACTG2
GDF15,GDF15,GDF15
PPWD1,PPWD1,PPWD1
MIR518D,MIR518D,MIR518D
RB1CC1,RB1CC1,RB1CC1
HEG1,HEG1,HEG1
CHI3L1,CHI3L1,CHI3L1
TNFRSF1B,TNFRSF1B,TNFRSF1B
FAM184B,FAM184B,FAM184B
ELOA2,ELOA2,ELOA2
VCY,VCY,VCY
ZC3H14,ZC3H14,ZC3H14
LSM14B,LSM14B,LSM14B
THAP9,THAP9,THAP9
CUZD1,CUZD1,FAM24B-CUZD1
CUZD1,CUZD1,CUZD1
CDKL1,CDKL1,CDKL1
PKIB,PKIB,PKIB
PIP5K1C,PIP5K1C,PIP5K1C
NAA11,NAA11,NAA11
NT5DC1,NT5DC1,NT5DC1
MIR1293,MIR1293,MIR1293
B9D2,B9D2,B9D2
ORAI1,ORAI1,ORAI1
ORAI1,ORAI1,ORAI1
LRP1-AS,LRP1-AS,LRP1-AS
MIR3926-2,MIR3926-2,MIR3926-2
TRIM22,TRIM22,TRIM22
KCNE1B,KCNE1B,LOC102723475
LINC01219,LINC01219,LINC01219
LINC01219,LINC01219,LINC01219
LINC01219,LINC01219,LINC01219
PROZ,PROZ,PROZ
SCARNA7,SCARNA7,SCARNA7
SERPINB6,SERPINB6,SERPINB6
SLC12A3,SLC12A3,SLC12A3
UBFD1,UBFD1,UBFD1
ZNF530,ZNF530,ZNF530
OR4K15,OR4K15,OR4K15
LINC02780,LINC02780,LINC02780
SLC46A1,SLC46A1,SLC46A1
MIR451B,MIR451B,MIR451B
MAST3,MAST3,MAST3
IL25,IL25,MYDGF
IL25,IL25,IL25
LINC00964,LINC00964,LINC00964
GPALPP1,GPALPP1,GPALPP1
CEP43,CEP43,CEP43
SDSL,SDSL,SDSL
SKIC2,SKIC2,SKIC2
ZSCAN16,ZSCAN16,ZSCAN16
DBH,DBH,DBH
MIR1204,MIR1204,MIR1204
MIR6874,MIR6874,MIR6874
CLC,CLC,CLCF1
CLC,CLC,CLC
RAB44,RAB44,RAB44
REEP3,REEP3,REEP3
KMT5C,KMT5C,KMT5C
ASAP1-IT2,ASAP1-IT2,ASAP1-IT2
CLPTM1L,CLPTM1L,CLPTM1L
PIGA,PIGA,PIGA
MIR6869,MIR6869,MIR6869
LINC00434,LINC00434,LINC00434
CYHR1,CYHR1,ZFTRAF1
SNORA32,SNORA32,SNORA32
PCDHB9,PCDHB9,PCDHB9
TWSG1,TWSG1,TWSG1
HIST1H3E,HIST1H3E,H3C6
TOR2A,TOR2A,TOR2A
ERG28,ERG28,ERG28
DOCK3,DOCK3,DOCK3
SPRR3,SPRR3,SPRR3
HSH2D,HSH2D,HSH2D
VAPB,VAPB,VAPB
LINC02028,LINC02028,LINC02028
LINC02032,LINC02032,LINC02032
LCLAT1,LCLAT1,LCLAT1
LY6G6D,LY6G6D,LY6G6F
LY6G6D,LY6G6D,LY6G6D
TMEM155,TMEM155,SMIM43
PCDH17,PCDH17,PCDH17
CDK15,CDK15,CDK15
KRTAP1-5,KRTAP1-5,KRTAP1-5
PDPN,PDPN,PDPN
PIK3CD-AS2,PIK3CD-AS2,PIK3CD-AS2
MIR4737,MIR4737,MIR4737
UBTD1,UBTD1,UBTD1
NAXD,NAXD,NAXD
MIR4456,MIR4456,MIR4456
LRRC53,LRRC53,LRRC53
ZBTB20-AS1,ZBTB20-AS1,ZBTB20-AS1
RNF220,RNF220,RNF220
DEFB119,DEFB119,DEFB119
MCOLN3,MCOLN3,MCOLN3
DDX25,DDX25,DDX25
ZDHHC11,ZDHHC11,ZDHHC11
SNORA16B,SNORA16B,SNORA16B
FOLR3,FOLR3,FOLR3
SPATA2,SPATA2,SPATA2
LTBP4,LTBP4,LTBP4
ETS1-AS1,ETS1-AS1,ETS1-AS1
ZNF346,ZNF346,ZNF346
KANK2,KANK2,KANK2
TAS2R43,TAS2R43,TAS2R43
MIR550B1,MIR550B1,MIR550B1
DCBLD1,DCBLD1,DCBLD1
KIAA1841,KIAA1841,SANBR
GALNT5,GALNT5,GALNT5
MIR17HG,MIR17HG,MIR17HG
MIR17HG,MIR17HG,MIR19A
MIR17HG,MIR17HG,MIR19B1
MIR17HG,MIR17HG,MIR20A
MIR17HG,MIR17HG,MIR18A
MIR17HG,MIR17HG,MIR92A1
MINCR,MINCR,MINCR
SLCO3A1,SLCO3A1,SLCO3A1
C4orf33,C4orf33,C4orf33
HOXA2,HOXA2,HOXA2
TEX49,TEX49,SPMIP11
UBE2L6,UBE2L6,UBE2L6
OBP2B,OBP2B,OBP2B
ZFAT-AS1,ZFAT-AS1,ZFAT-AS1
ZNF350,ZNF350,ZNF350
SLC34A1,SLC34A1,SLC34A1
PRELID2,PRELID2,PRELID2
PLSCR4,PLSCR4,PLSCR4
MIR4258,MIR4258,MIR4258
ADSSL1,ADSSL1,ADSS1
ADTRP,ADTRP,ADTRP
TVP23C,TVP23C,TVP23C-CDRT4
TVP23C,TVP23C,TVP23C
SNORA27,SNORA27,SNORA27
KRT24,KRT24,KRT24
SPANXA1,SPANXA1,SPANXA1
KRTAP2-2,KRTAP2-2,KRTAP2-2
SERPINI1,SERPINI1,SERPINI1
SMIM11A,SMIM11A,SMIM11
SYNPO2,SYNPO2,SYNPO2
MIR623,MIR623,MIR623
ZNF876P,ZNF876P,ZNF876P
ZNF876P,ZNF876P,ZNF876P
CAPN13,CAPN13,CAPN13
SARM1,SARM1,SARM1
MIR3615,MIR3615,MIR3615
LIMCH1,LIMCH1,LIMCH1
ARPIN-AP3S2,ARPIN-AP3S2,ARPIN-AP3S2
RAB18,RAB18,RAB18
MIR512-2,MIR512-2,MIR512-2
CDS1,CDS1,CHEK2
CDS1,CDS1,CDS1
ZNF503,ZNF503,ZNF503
TOP1P2,TOP1P2,TOP1P2
MIR378I,MIR378I,MIR378I
OGFR-AS1,OGFR-AS1,OGFR-AS1
LOC101927759,LOC101927759,LOC101927759
SERTAD4-AS1,SERTAD4-AS1,SERTAD4-AS1
SERTAD4-AS1,SERTAD4-AS1,SERTAD4-AS1
SERTAD4-AS1,SERTAD4-AS1,SERTAD4-AS1
TMSB15A,TMSB15A,TMSB15B
TMSB15A,TMSB15A,TMSB15A
UGT1A10,UGT1A10,UGT1A10
FTSJ1,FTSJ1,FTSJ1
SYCE2,SYCE2,SYCE2
NKAIN1,NKAIN1,NKAIN1
ALS2,ALS2,ALS2
SEMA7A,SEMA7A,SEMA7A
XPF,XPF,ERCC4
CRIM1-DT,CRIM1-DT,CRIM1-DT
CRIM1-DT,CRIM1-DT,CRIM1-DT
THCAT158,THCAT158,EFCAB13-DT
TRIM60,TRIM60,TRIM60
LINC00595,LINC00595,LINC00595
POLR2D,POLR2D,POLR2D
MIR3617,MIR3617,MIR3617
STMN4,STMN4,STMN4
SLC18B1,SLC18B1,SLC18B1
PLUT,PLUT,PLUT
PLUT,PLUT,PLUT
KCNK6,KCNK6,KCNK6
KRT39,KRT39,KRT39
INSYN2B,INSYN2B,INSYN2B
MTERF4,MTERF4,MTERF4
ATP11C,ATP11C,ATP11C
LINC01775,LINC01775,LINC01775
IFNL2,IFNL2,IFNL2
PTPRC,PTPRC,PTPRC
CFAP157,CFAP157,CFAP157
LINC02381,LINC02381,LINC02381
LOC105371998,LOC105371998,LOC105371998
SLC25A21-AS1,SLC25A21-AS1,SLC25A21-AS1
SPN,SPN,DEAF1
SPN,SPN,PPP1R9B
SPN,SPN,SPN
LINC01176,LINC01176,LINC01176
OTUB2,OTUB2,OTUB2
POLDIP2,POLDIP2,POLDIP2
ZNRF1,ZNRF1,ZNRF1
C2orf40,C2orf40,ECRG4
DAPL1,DAPL1,DAPL1
LINC00928,LINC00928,LINC00928
PMF1-BGLAP,PMF1-BGLAP,PMF1-BGLAP
OCM,OCM,OCM2
OCM,OCM,OCM
CX3CR1,CX3CR1,CX3CR1
SDR42E2,SDR42E2,SDR42E2
ZNF853,ZNF853,ZNF853
CYTIP,CYTIP,CYTIP
LINC00229,LINC00229,LINC00229
DEFB124,DEFB124,DEFB124
CUBN,CUBN,CUBN
MIR376A2,MIR376A2,MIR376A2
OR6N2,OR6N2,OR6N2
STX19,STX19,STX19
LINC01568,LINC01568,LOHAN2
MIR521-2,MIR521-2,MIR521-2
MIR548Z,MIR548Z,MIR548Z
SPRR4,SPRR4,SPRR4
TM4SF5,TM4SF5,TM4SF5
H2AC18,H2AC18,H2AC19
H2AC18,H2AC18,H2AC18
MSMB,MSMB,MSMB
SNORD52,SNORD52,SNORD52
ZNF767P,ZNF767P,ZNF767P
ZNF767P,ZNF767P,ZNF767P
SERPINA12,SERPINA12,SERPINA12
ANKRD61,ANKRD61,ANKRD61
HSPE1-MOB4,HSPE1-MOB4,HSPE1-MOB4
AOAH,AOAH,AOAH
ENPP7P13,ENPP7P13,ENPP7P13
ENPP7P13,ENPP7P13,ENPP7P13
CLTRN,CLTRN,CLTRN
XAGE1B,XAGE1B,XAGE1B
XAGE1B,XAGE1B,XAGE1A
FABP4,FABP4,FABP4
HBA1,HBA1,HBA1
CDA,CDA,CDA
TRIM21,TRIM21,TRIM21
MS4A5,MS4A5,MS4A5
DUSP16,DUSP16,DUSP16
HTR3C,HTR3C,HTR3C
STK33,STK33,STK33
VPS26C,VPS26C,VPS26C
CDH10,CDH10,CDH10
OR6N1,OR6N1,OR6N1
FSTL1,FSTL1,FSTL1
ENTHD1,ENTHD1,ENTHD1
MS4A3,MS4A3,MS4A3
PAGE2B,PAGE2B,PAGE2B
TUBA3E,TUBA3E,TUBA3E
C5orf66,C5orf66,PITX1-AS1
MIR4425,MIR4425,MIR4425
HEATR4,HEATR4,HEATR4
ITIH2,ITIH2,ITIH2
RIC8B,RIC8B,RIC8B
H1FOO,H1FOO,H1-8
DCTD,DCTD,DCTD
LINC02856,LINC02856,LINC02856
ACTN3,ACTN3,ACTN3
GRIFIN,GRIFIN,GRIFIN
MIR632,MIR632,MIR632
VAC14-AS1,VAC14-AS1,VAC14-AS1
DCLRE1C,DCLRE1C,DCLRE1C
PRAF2,PRAF2,PRAF2
MIR4734,MIR4734,MIR4734
ZNF548,ZNF548,ZNF548
MYCNOS,MYCNOS,MYCNOS
CSAG2,CSAG2,CSAG2
CYP4F24P,CYP4F24P,CYP4F24P
CYP4F24P,CYP4F24P,CYP4F24P
NME9,NME9,NME9
MARVELD1,MARVELD1,MARVELD1
LINC02361,LINC02361,LINC02361
CCL2,CCL2,CCL2
EPHB1,EPHB1,EPHB1
SMARCAD1,SMARCAD1,SMARCAD1
PRLR,PRLR,PRLR
VAMP3,VAMP3,VAMP3
CLRN1,CLRN1,CLRN1
TEX26-AS1,TEX26-AS1,TEX26-AS1
SDHAF4,SDHAF4,SDHAF4
KIRREL3-AS2,KIRREL3-AS2,KIRREL3-AS2
CEP104,CEP104,CEP104
CASC8,CASC8,CASC8
ANKRD20A11P,ANKRD20A11P,ANKRD20A11P
ANKRD20A11P,ANKRD20A11P,ANKRD20A11P
MT1H,MT1H,MT1H
MPHOSPH9,MPHOSPH9,MPHOSPH9
ABCB9,ABCB9,ABCB9
PTPN18,PTPN18,PTPN18
TMEM38A,TMEM38A,TMEM38A
LINC00297,LINC00297,LINC00297
MIR3174,MIR3174,MIR3174
LINC01072,LINC01072,LINC01072
ELL,ELL,ELL
MIR1193,MIR1193,MIR1193
LINC00856,LINC00856,LINC00856
MIR526B,MIR526B,MIR526B
LINC02097,LINC02097,LINC02097
KCNQ1-AS1,KCNQ1-AS1,KCNQ1-AS1
SAPCD2,SAPCD2,SAPCD2
EHD2,EHD2,EHD2
MARCHF2,MARCHF2,MARCHF2
SHANK3,SHANK3,SHANK3
CHIC1,CHIC1,CHIC1
TMPRSS11F,TMPRSS11F,TMPRSS11F
SYT9,SYT9,SYT9
ENO1-AS1,ENO1-AS1,ENO1-AS1
RALB,RALB,RALB
DEFA9P,DEFA9P,DEFA9P
PTPRS,PTPRS,PTPRS
CEBPA-DT,CEBPA-DT,CEBPA-DT
PTPN20,PTPN20,PTPN20
ERVH48-1,ERVH48-1,ERVH48-1
SPRR2B,SPRR2B,SPRR2B
MIR1203,MIR1203,MIR1203
LINC02106,LINC02106,LINC02106
ANAPC1P1,ANAPC1P1,ANAPC1P1
ANAPC1P1,ANAPC1P1,ANAPC1P1
LINC01478,LINC01478,LINC01478
H3Y2,H3Y2,H3Y2
LINC01275,LINC01275,LINC01275
C17orf102,C17orf102,TMEM132E-DT
RBM3,RBM3,RBM3
MAGEA2B,MAGEA2B,MAGEA2B
LINC02310,LINC02310,LINC02310
AP3S2,AP3S2,AP3S2
VPS33B-DT,VPS33B-DT,VPS33B-DT
CHST5,CHST5,CHST5
C3orf67,C3orf67,CFAP20DC
MIR3616,MIR3616,MIR3616
MIR4329,MIR4329,MIR4329
RCCD1,RCCD1,RCCD1
C20orf197,C20orf197,MIR646HG
C20orf197,C20orf197,LINC02910
GNG12,GNG12,GNG12
CFAP92,CFAP92,CFAP92
BAIAP2,BAIAP2,BAIAP2
LOC101927040,LOC101927040,LOC101927040
RTL6,RTL6,RTL6
NLRC3,NLRC3,NLRC3
TNRC18P1,TNRC18P1,TNRC18P1
TNRC18P1,TNRC18P1,TNRC18P1
SLC6A11,SLC6A11,SLC6A11
SCARNA22,SCARNA22,SCARNA22
LSAMP-AS1,LSAMP-AS1,LSAMP-AS1
LSAMP-AS1,LSAMP-AS1,TUSC7
R3HDM2,R3HDM2,R3HDM2
PLPP4,PLPP4,PLPP4
COL20A1,COL20A1,COL20A1
STX7,STX7,STX7
DLGAP1-AS3,DLGAP1-AS3,DLGAP1-AS3
MIR511,MIR511,MIR511
FSCB,FSCB,FSCB
MIR7515HG,MIR7515HG,LINC03156
FBXO42,FBXO42,FBXO42
KIF12,KIF12,KIF12
GPR180,GPR180,GPR180
SLC36A4,SLC36A4,SLC36A4
HAO2-IT1,HAO2-IT1,HAO2-IT1
PPBP,PPBP,PPBP
CRYAA2,CRYAA2,LOC102724652
KCNJ15,KCNJ15,KCNJ15
TMEM63C,TMEM63C,TMEM63C
GPR161,GPR161,GPR161
SESTD1,SESTD1,SESTD1
ALDOA,ALDOA,LOC112694756
ALDOA,ALDOA,ALDOA
MIR3929,MIR3929,MIR3929
MIR92B,MIR92B,MIR92B
C1QL1,C1QL1,C1QL1
ANKRD23,ANKRD23,ANKRD23
SIPA1L1,SIPA1L1,SIPA1L1
EDEM1,EDEM1,EDEM1
CAPS2-AS1,CAPS2-AS1,CAPS2-AS1
PTH,PTH,PTRH2
PTH,PTH,PTH
MIR4502,MIR4502,MIR4502
MIR378J,MIR378J,MIR378J
IRAK1BP1,IRAK1BP1,IRAK1BP1
MTRNR2L3,MTRNR2L3,MTRNR2L3
REXO1,REXO1,REXO1
RBAK,RBAK,RBAK-RBAKDN
RBAK,RBAK,RBAK
MGAT5B,MGAT5B,MGAT5B
GALM,GALM,GALM
ZNF724,ZNF724,ZNF724
LINC01533,LINC01533,LINC01533
BCHE,BCHE,BCHE
CST9,CST9,CST9
CDH18,CDH18,CDH18
LINC02747,LINC02747,LINC02747
KRT33B,KRT33B,KRT33B
DPF3,DPF3,DPF3
ZNF846,ZNF846,ZNF846
EPB41L2,EPB41L2,EPB41L2
MUTYH,MUTYH,MUTYH
GJA4,GJA4,GJA4
ABHD5,ABHD5,ABHD5
ZNF701,ZNF701,ZNF701
SRGAP3-AS2,SRGAP3-AS2,SRGAP3-AS2
ABCA13,ABCA13,ABCA13
NEUROD4,NEUROD4,NEUROD4
BLACAT1,BLACAT1,BLACAT1
CEACAM21,CEACAM21,CEACAM21
MEF2C-AS2,MEF2C-AS2,MEF2C-AS2
IRAG1,IRAG1,IRAG1
RASAL3,RASAL3,RASAL3
COG2,COG2,COG2
RDH11,RDH11,RDH11
ADGRA1-AS1,ADGRA1-AS1,ADGRA1-AS1
ADGRA1-AS1,ADGRA1-AS1,ADGRA1-AS1
ATP10D,ATP10D,ATP10D
PPP4R4,PPP4R4,PPP4R4
GCNT7,GCNT7,GCNT7
FALEC,FALEC,FALEC
CPB1,CPB1,CPB1
MIR6784,MIR6784,MIR6784
LINC01387,LINC01387,LINC01387
RASGRF2-AS1,RASGRF2-AS1,RASGRF2-AS1
RASGRF2-AS1,RASGRF2-AS1,RASGRF2-AS1
MIR4704,MIR4704,MIR4704
OR2T11,OR2T11,OR2T11
MIR3680-1,MIR3680-1,MIR3680-1
NKPD1,NKPD1,NKPD1
LINC02218,LINC02218,LINC02218
ABHD1,ABHD1,ABHD1
MIR5583-1,MIR5583-1,MIR5583-1
NEDD4,NEDD4,NEDD4
ASXL2,ASXL2,ASXL2
ANKS4B,ANKS4B,ANKS4B
LINC00517,LINC00517,LINC00517
LINC01255,LINC01255,LINC01255
PTX3,PTX3,PITX3
PTX3,PTX3,PTX3
LOC100310756,LOC100310756,LOC100310756
CLYBL-AS2,CLYBL-AS2,CLYBL-AS2
FARSA-AS1,FARSA-AS1,FARSA-AS1
PACRG,PACRG,PACRG
TPP2,TPP2,TPP2
LINC01497,LINC01497,LINC01497
LINC01497,LINC01497,LINC01497
LINC02050,LINC02050,LINC02050
LINC01511,LINC01511,LINC01511
SNORD114-31,SNORD114-31,SNORD114-31
IL1RL1,IL1RL1,IL1RL1
ZNF462,ZNF462,ZNF462
SNORD114-16,SNORD114-16,SNORD114-16
SLC10A5,SLC10A5,SLC10A5
SWI5,SWI5,SWI5
TTC23,TTC23,TTC23
LMO1,LMO1,LMO1
PKD1P6-NPIPP1,PKD1P6-NPIPP1,PKD1P6-NPIPP1
ALDH5A1,ALDH5A1,ALDH5A1
MIR5581,MIR5581,MIR5581
GTF2IRD2,GTF2IRD2,GTF2IRD2
GTF2IRD2,GTF2IRD2,GTF2IRD2B
LINC00382,LINC00382,LINC00382
KLF15,KLF15,KLF15
SNHG26,SNHG26,SNHG26
LINC02326,LINC02326,LINC02326
LINC02326,LINC02326,LINC02326
ZFP2,ZFP2,ZFP2
TMEM30CP,TMEM30CP,TMEM30CP
TMEM30CP,TMEM30CP,TMEM30CP
ENTPD1,ENTPD1,ENTPD1
ZUP1,ZUP1,ZUP1
HSPA1B,HSPA1B,HSPA1B
ANXA2,ANXA2,ANXA2
IRF6,IRF6,IRF6
CDK18,CDK18,CDK18
SPATC1,SPATC1,SPATC1
TTPA,TTPA,TTPA
SUCLG2,SUCLG2,SUCLG2
MIR556,MIR556,MIR556
DSP,DSP,DSPP
DSP,DSP,DSP
ALPK3,ALPK3,ALPK3
IFT52,IFT52,IFT52
SNHG6,SNHG6,SNHG6
SNHG6,SNHG6,SNHG6
MIR4637,MIR4637,MIR4637
LRIG3,LRIG3,LRIG3
KLHDC8B,KLHDC8B,KLHDC8B
SCAMP5,SCAMP5,SCAMP5
DYNC1H1,DYNC1H1,DYNC1H1
MIR4728,MIR4728,MIR4728
TNFAIP8L1,TNFAIP8L1,TNFAIP8L1
LGMN,LGMN,LGMN
LOC100506472,LOC100506472,LOC100506472
LINC02764,LINC02764,LINC02764
ATP6V0D1,ATP6V0D1,ATP6V0D1
BCL2L2-PABPN1,BCL2L2-PABPN1,BCL2L2-PABPN1
CT45A3,CT45A3,CT45A3
CT45A3,CT45A3,CT45A5
UQCRQ,UQCRQ,UQCRQ
GTF2E2,GTF2E2,GTF2E2
ASH1L-AS1,ASH1L-AS1,ASH1L-AS1
CBR1,CBR1,CBR1
MIR3131,MIR3131,MIR3131
AGBL2,AGBL2,AGBL2
SEMA4D,SEMA4D,SEMA4D
KRTAP4-3,KRTAP4-3,KRTAP4-3
OR6P1,OR6P1,OR6P1
MIR944,MIR944,MIR944
SACS,SACS,SACS
HOXB1,HOXB1,HOXB1
PEAK1,PEAK1,PEAK1
LINC01539,LINC01539,LINC01539
RAD51AP2,RAD51AP2,RAD51AP2
NOTCH2NLA,NOTCH2NLA,NOTCH2NLA
NOTCH2NLA,NOTCH2NLA,NOTCH2NLC
NOTCH2NLA,NOTCH2NLA,NOTCH2NLB
NDFIP2-AS1,NDFIP2-AS1,NDFIP2-AS1
MIR548D2,MIR548D2,MIR548D2
SNHG16,SNHG16,SNHG16
SNORD114-5,SNORD114-5,SNORD114-5
ZNF417,ZNF417,ZNF417
NOTCH2NLC,NOTCH2NLC,NOTCH2NLC
PMM2,PMM2,PMM2
FGA,FGA,FGA
METTL2A,METTL2A,METTL2B
METTL2A,METTL2A,METTL2A
DLX6,DLX6,DLX6
IQCJ,IQCJ,IQCJ
LINC00570,LINC00570,LINC00570
TMEM19,TMEM19,TMEM19
TMEM14EP,TMEM14EP,TMEM14EP
TMEM14EP,TMEM14EP,TMEM14EP
SNORD33,SNORD33,SNORD33
SNORD33,SNORD33,SNORD33
TMEM200C,TMEM200C,TMEM200C
OR2S2,OR2S2,OR2S2
MAP3K8,MAP3K8,MAP3K8
S100A8,S100A8,S100A8
CDH12,CDH12,CDH12
ARHGEF7-AS1,ARHGEF7-AS1,ARHGEF7-AS1
ARHGEF7-AS1,ARHGEF7-AS1,ARHGEF7-AS1
BLTP3B,BLTP3B,BLTP3B
ADRB3,ADRB3,ADRB3
LINC02118,LINC02118,LINC02118
MIR610,MIR610,MIR610
CERKL,CERKL,CERKL
IFIH1,IFIH1,IFIH1
CPS1,CPS1,PM20D1
CPS1,CPS1,CYP21A2
CPS1,CPS1,CPS1
CLSTN2,CLSTN2,CLSTN2
CCL15,CCL15,CCL15-CCL14
CCL15,CCL15,CCL15
PELATON,PELATON,PELATON
NCKAP5-AS2,NCKAP5-AS2,NCKAP5-AS2
LINC01922,LINC01922,LINC01922
LINC01894,LINC01894,LINC01894
LINC01894,LINC01894,LINC01894
ZNF556,ZNF556,ZNF556
ASAH2B,ASAH2B,ASAH2B
MFAP4,MFAP4,MFAP4
UNC5A,UNC5A,UNC5A
MXI1,MXI1,MXI1
SLC25A34-AS1,SLC25A34-AS1,SLC25A34-AS1
SLC25A34-AS1,SLC25A34-AS1,SLC25A34-AS1
FAM149B1,FAM149B1,FAM149B1
MIR3665,MIR3665,MIR3665
FAM215A,FAM215A,FAM215A
SNORD65C,SNORD65C,SNORD65C
ZCCHC24,ZCCHC24,ZCCHC24
SRR,SRR,SRR
KCTD21-AS1,KCTD21-AS1,KCTD21-AS1
MIR30E,MIR30E,MIR30E
UBE2E1,UBE2E1,UBE2E1
IDNK,IDNK,IDNK
CA2,CA2,CA2
MOSPD2,MOSPD2,MOSPD2
NKX3-1,NKX3-1,NKX3-1
SULT1A4,SULT1A4,SULT1A4
PAQR5,PAQR5,PAQR5
STARD10,STARD10,STARD10
LINC02175,LINC02175,LINC02175
KCTD17,KCTD17,KCTD17
PTPRQ,PTPRQ,PTPRR
PTPRQ,PTPRQ,PTPRQ
CLVS1,CLVS1,CLVS1
RSPO3,RSPO3,RSPO3
ZMYM1,ZMYM1,ZMYM1
SNORD115-37,SNORD115-37,SNORD115-37
TRUB1,TRUB1,TRUB1
PPM1K,PPM1K,PPM1K
DCAF7,DCAF7,DCAF7
FAM114A1,FAM114A1,FAM114A1
LINC01146,LINC01146,HISLA
GUSBP4,GUSBP4,GUSBP4
GUSBP4,GUSBP4,GUSBP4
GUSBP4,GUSBP4,GUSBP2
MSRB3,MSRB3,MSRB3
C5orf58,C5orf58,C5orf58
MIR520D,MIR520D,MIR520D
TRIM68,TRIM68,TRIM68
ELOVL6,ELOVL6,ELOVL6
LINC02037,LINC02037,LINC02037
LINC01191,LINC01191,LINC01191
CLCN4,CLCN4,CLCN4
MIR520G,MIR520G,MIR520G
TXLNB,TXLNB,TXLNB
SHISA2,SHISA2,SHISA2
GUCY1B1,GUCY1B1,GUCY1B1
MACC1-AS1,MACC1-AS1,MACC1-AS1
BNIP3L,BNIP3L,BNIP3L
RAP1GDS1,RAP1GDS1,RAP1GDS1
CRELD1,CRELD1,CRELD1
MIR1289-1,MIR1289-1,MIR1289-1
TM2D3,TM2D3,TM2D3
LOC101927434,LOC101927434,LOC101927434
PAXIP1-AS1,PAXIP1-AS1,PAXIP1-DT
SLC7A7,SLC7A7,SLC7A7
MIR6829,MIR6829,MIR6829
ST3GAL3-AS1,ST3GAL3-AS1,ST3GAL3-AS1
PRKY,PRKY,PRKY
PRKY,PRKY,PRKY
MSANTD3-TMEFF1,MSANTD3-TMEFF1,MSANTD3-TMEFF1
RXYLT1-AS1,RXYLT1-AS1,RXYLT1-AS1
SLC2A9,SLC2A9,SLC2A9
TMBIM7P,TMBIM7P,TMBIM7P
TMBIM7P,TMBIM7P,TMBIM7P
ITGB2-AS1,ITGB2-AS1,ITGB2-AS1
PLEKHS1,PLEKHS1,PLEKHS1
LINC01121,LINC01121,LINC01121
TMC7,TMC7,TMC7
BST1,BST1,PGAP1
BST1,BST1,BST1
ST8SIA6-AS1,ST8SIA6-AS1,ST8SIA6-AS1
RGPD4-AS1,RGPD4-AS1,RGPD4-DT
PCDH9-AS2,PCDH9-AS2,PCDH9-AS2
LINC00374,LINC00374,LINC00374
LINC02583,LINC02583,LINC02583
LINC02121,LINC02121,LINC02121
LINC02121,LINC02121,LINC02121
MIR4744,MIR4744,MIR4744
FKBP6,FKBP6,FKBP6
LINC01477,LINC01477,LINC01477
SPRR2A,SPRR2A,SPRR2A
LINC02762,LINC02762,LINC02762
SNORA5C,SNORA5C,SNORA5C
LY86,LY86,LY86
FOXL3,FOXL3,FOXL3-OT1
FOXL3,FOXL3,FOXL3
HMOX1,HMOX1,HMOX1
LRRC77P,LRRC77P,LRRC77P
LRRC77P,LRRC77P,LRRC77P
DSCAS,DSCAS,DSCAS
DSCAS,DSCAS,DSCAS
MARCHF3,MARCHF3,MARCHF3
MIR4288,MIR4288,MIR4288
HYAL3,HYAL3,SPAM1
HYAL3,HYAL3,HYAL3
SNORD31B,SNORD31B,SNORD31B
PCK1,PCK1,PCK1
TNFSF18,TNFSF18,TNFSF18
MIR4739,MIR4739,MIR4739
PATE4,PATE4,PATE4
TRIM32,TRIM32,TRIM32
IFIT1,IFIT1,IFIT1
NEK3,NEK3,NEK3
PPP2R3A,PPP2R3A,PPP2R3A
WNT3,WNT3,WNT3
CYP2C19,CYP2C19,CYP2C19
TMEM145,TMEM145,TMEM145
NDP,NDP,NDP
MS4A1,MS4A1,MS4A1
DNAH11,DNAH11,DNAH11
KTN1,KTN1,KTN1
L3MBTL4-AS1,L3MBTL4-AS1,L3MBTL4-AS1
UNC79,UNC79,UNC79
TGOLN2,TGOLN2,TGOLN2
SOX18,SOX18,SOX18
PAK3,PAK3,ARHGEF7
PAK3,PAK3,PAK3
ITGB1BP1,ITGB1BP1,ITGB1BP1
ARRDC4,ARRDC4,ARRDC4
WDR55,WDR55,WDR55
MAP7D3,MAP7D3,MAP7D3
MIR8052,MIR8052,MIR8052
